Tỉnh,Trạm,Xã/Phường,Lượng mưa (mm),Tình trạng,Ngày và giờ cập nhật,Thời gian crawl
Tuyên Quang,Phú Nam 1,xã Đường Hồng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Việt Lâm,xã Việt Lâm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Quản Bạ,xã Quản Bạ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Lăng Can 1,xã Lâm Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Bạch Ngọc 1,xã Bạch Ngọc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Yên Hoa,xã Yên Hoa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Bản Péo,xã Nậm Dịch,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Cốc Rế,xã Trung Thịnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Chế Là,xã Nấm Dẩn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Kỳ Lâm,xã Sơn Dương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Thái An,xã Lùng Tám,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Cao Bồ 2,xã Cao Bồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Nấm Dẩn 2,xã Nấm Dẩn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Linh Hồ,xã Linh Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Nậm Ban 2,xã Tát Ngà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Xuân Giang 1,xã Xuân Giang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Mèo Vạc,xã Mèo Vạc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Nậm Dịch,xã Nậm Dịch,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Hồ Thầu 1,xã Hồ Thầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Bản Rịa,xã Yên Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Nậm Ban 1,xã Tát Ngà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Quảng Nguyên,xã Quảng Nguyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Đạo Viện 1,xã Trung Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Vĩ Thượng,xã Tiên Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Xuân Lập,xã Lâm Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Đông Hà 1,xã Lùng Tám,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Xuân Minh 1,xã Thông Nguyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Túng Sán,xã Tân Tiến,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Tuyên Quang,Trung Thành,xã Linh Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bản Mế,xã Sín Chéng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thượng Hà 1,xã Thượng Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Xé,xã Nậm Xé,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Túc Đán 2,xã Trạm Tấu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Mười 2,xã Sơn Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Búng 2,xã Gia Hội,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Âu Lâu,phường Âu Lâu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Yên Sơn,xã Bảo Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,An Bình,xã Đông Cuông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Túc Đán,xã Trạm Tấu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,An Lạc,xã Khánh Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Nguyên,xã Bảo Ái,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hoàng Liên,xã Tả Van,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cốc Ly,xã Bảo Nhai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Búng 1,xã Gia Hội,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tú Lệ 3,xã Tú Lệ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Pá Hu,xã Trạm Tấu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thủy điện Bắc Hà,xã Bảo Nhai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Trịnh Tường 1,xã Trịnh Tường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Chế Tạo 1,xã Chế Tạo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bảo Ái 1,xã Bảo Ái,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Đại Sơn 2,xã Tân Hợp,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Lành 2,xã Gia Hội,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lùng Vai,xã Bản Lầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Chảy,xã Mường Khương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Lĩnh 1,xã Tân Lĩnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hồng Ca 1,xã Hưng Khánh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bản Công,xã Hạnh Phúc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sơn Thủy,xã Văn Bàn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tả Củ Tỷ,xã Tả Củ Tỷ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tả Gia Khâu,xã Pha Long,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Dương,xã Xuân Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Việt Tiến,xã Phúc Khánh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hòa Mạc,xã Văn Bàn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tô Mậu,xã Khánh Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cốc Mỳ 2,xã Trịnh Tường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Trạm Tấu,xã Hạnh Phúc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lâm Thượng PCTT,xã Lâm Thượng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Dương 1,xã Xuân Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Khánh Hoà 1,xã Khánh Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Chạc,xã A Mú Sung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tả Van Chư,xã Lùng Phình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mậu A,xã Mậu A,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mường Hum,xã Mường Hum,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Xuân Thượng PCTT,xã Bảo Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thạch Lương,phường Cầu Thia,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Trung Lèng Hồ PCTT,xã Mường Hum,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,La Pan Tẩn,xã Cao Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,P.Yên Ninh,phường Yên Bái,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Kim Sơn,xã Bảo Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cam Cọn,xã Bảo Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cốc Lầu,xã Cốc Lầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cổ Phúc,xã Trấn Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Ý Tý,xã Y Tý,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Khai trường Mỏ tuyển Đồng Sin Quyền,xã Bát Xát,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Minh Tân,xã Thượng Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Khau Phạ,xã Púng Luông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lương Thịnh,xã Lương Thịnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mường Lai,xã Mường Lai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Minh Tiến,xã Mường Lai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tú Lệ 2,xã Tú Lệ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Xuân Thượng,xã Bảo Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Lúc 1,xã Cốc Lầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Mòn,xã Bắc Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mồ Dề 1,xã Mù Cang Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hưng Khánh 1,xã Hưng Khánh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Dương Quỳ,xã Dương Quỳ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cốc Mỳ 1,xã Bát Xát,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,An Lương,xã Mỏ Vàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Chấn Thịnh PCTT,xã Chấn Thịnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Ô Quý Hồ,phường Sa Pa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Khao Mang,xã Khao Mang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bảo Hà 2,xã Bảo Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Hợp 2,xã Tân Hợp,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Kim Nọi 1,xã Mù Cang Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Yên Bình,xã Yên Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Suối Giàng,xã Văn Chấn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mường Vi,xã Bản Xèo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thủy điện Séo Chông Hô,xã Tả Van,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bản Khoang,xã Ngũ Chỉ Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sơn Thịnh PCTT,xã Văn Chấn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hưng Khánh 2,xã Hưng Khánh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mỏ Vàng,xã Mỏ Vàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Có,xã Nậm Có,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sơn Thủy PCTT,xã Văn Bàn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lùng Cải,xã Tả Củ Tỷ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hòa Mạc PCTT,xã Văn Bàn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Châu Quế Thượng,xã Châu Quế,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mù Cang Chải,xã Mù Cang Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,A Lù PCTT,xã Y Tý,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Trung Lèng Hồ,xã Mường Hum,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Đét,xã Bảo Nhai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sín Chéng,xã Sín Chéng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,A Lù,xã Y Tý,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Suối Quyền,xã Sơn Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Việt Cường PCTT,xã Việt Hồng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thủy điện Tà Thàng,xã Mường Bo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hòa Cuông,xã Trấn Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Phượng 2,xã Lâm Thượng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sơn Lương,xã Sơn Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Khánh Hòa 2,xã Khánh Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cao Sơn,xã Cao Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nam Cường,phường Cam Đường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Đông An,xã Đông Cuông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mù Cang Chải PCTT,xã Mù Cang Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Gia Phú,xã Gia Phú,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Trung Tâm 2,xã Phúc Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nam Cường PCTT,phường Cam Đường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nghĩa An,phường Nghĩa Lộ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Xuân Long,xã Cảm Nhân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sơn A,xã Liên Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,An Lương 2,xã Mỏ Vàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,A Mú Sung,xã A Mú Sung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Có 1,xã Nậm Có,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tả Phời,xã Hợp Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thượng Hà 2,xã Thượng Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tà Si Láng PCTT,xã Tà Xi Láng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hồ Bốn,xã Khao Mang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cao Sơn PCTT,xã Cao Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Chi cục thủy lợi,phường Yên Bái,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Xã Bản Mù,xã Phình Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Chấn Thịnh,xã Chấn Thịnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Xây 1,xã Minh Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Gia Hội PCTT,xã Gia Hội,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lâm Thượng,xã Lâm Thượng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Mường Hoa,xã Tả Van,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Đồng PCTT,xã Trấn Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sơn Thịnh,xã Văn Chấn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Phong Dụ Thượng 1,xã Phong Dụ Thượng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Sùng Đô,xã Sơn Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Phúc Lợi,xã Phúc Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lương Sơn,xã Bảo Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lương Sơn PCTT,xã Bảo Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thủy điện Ngòi Phát,xã Bát Xát,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Lao Chải,xã Lao Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Ngọc Chấn,xã Cảm Nhân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tả Van PCTT,xã Tả Van,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bản Hồ,xã Bản Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thượng Hà,xã Thượng Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Phan Thanh,xã Tân Lĩnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Đại Lịch,xã Chấn Thịnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Minh Bảo,phường Nam Cường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Y Can,xã Quy Mông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,An Lương 1,xã Mỏ Vàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bảo Nhai 1,xã Bảo Nhai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Ngũ Chỉ Sơn,xã Ngũ Chỉ Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tân Đồng,xã Trấn Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Long Khánh,xã Phúc Khánh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hưng Thịnh,xã Lương Thịnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Cao Phạ 1,xã Tú Lệ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bản Hồ 1,xã Bản Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Dế Xu Phình,xã Púng Luông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hồng Ca,xã Hưng Khánh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Lành 1,xã Gia Hội,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Hồng Ca 2,xã Hưng Khánh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,An Phú,xã Mường Lai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Nậm Xé PCTT,xã Nậm Xé,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Bản Liền,xã Bản Liền,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Yên Bái,phường Yên Bái,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Làng Nhì,xã Phình Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
