Tỉnh,Trạm,Xã/Phường,Lượng mưa (mm),Tình trạng,Ngày và giờ cập nhật,Thời gian crawl
Thái Nguyên,Xuân La,xã Nghiên Loan,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Đông Viên,xã Bạch Thông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Thượng Quan PCTT,xã Thượng Quan,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Thị trấn Quân Chu,xã Quân Chu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Thần Sa,xã Thần Sa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bằng Vân,xã Bằng Vân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Dân Tiến,xã Dân Tiến,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Hà Châu,xã Điềm Thụy,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Cổ Linh,xã Cao Minh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Phổ Yên,phường Phổ Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bình Văn,xã Yên Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Phấn Mễ,xã Phú Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Đồng Lạc 1,xã Nam Cường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Vũ Loan 2,xã Cường Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Phủ Thông,xã Phủ Thông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Yên Lạc,xã Na Rì,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Kim Hỷ,xã Văn Lang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bành Trạch 2,xã Phúc Lộc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Đình Cả,xã Võ Nhai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Dương Phong 1,xã Bạch Thông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Ngọc Phái,xã Chợ Đồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Phú Bình,xã Phú Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bản Thi,xã Yên Thịnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Quảng Bạch,xã Quảng Bạch,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,La Hiên,xã La Hiên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Tân Lập,xã Quảng Bạch,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Dương Phong 2,xã Bạch Thông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Xuân Lạc,xã Nam Cường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Điềm Mặc 1,xã Bình Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Vũ Loan 1,xã Cường Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Phố Đu,xã Phú Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Nhạn Môn,xã Bằng Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bộc Bố 1,xã Bằng Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Vũ Chấn,xã Nghinh Tường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bành Trạch 1,xã Phúc Lộc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Đại Từ,xã Đại Phúc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bằng Lãng,xã Chợ Đồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Phương Viên,xã Chợ Đồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Mỹ Thanh,xã Cẩm Giàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Đồng Lạc 2,xã Nam Cường,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Ký Phú,xã Vạn Phú,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Bộc Bố 2,xã Bằng Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Nghiên Loan 2,xã Nghiên Loan,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Thượng Quan,xã Thượng Quan,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Công Bằng,xã Cao Minh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Lương Thượng,xã Văn Lang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Đôn Phong 3,xã Phong Quang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Giáo Hiệu,xã Bằng Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Đôn Phong 2,xã Phong Quang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Yến Dương,xã Thượng Minh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Thái Nguyên,Cao Thượng,xã Ba Bể,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Than Na Dương,xã Na Dương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Lộc Bình,xã Lộc Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Na Sầm,xã Na Sầm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Vạn Ninh,xã Bằng Mạc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Điềm He,xã Điềm He,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Chi Lăng,xã Chi Lăng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Cấm Sơn,xã Tân Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lạng Sơn,Bình Gia,xã Bình Gia,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Bình Liêu,xã Bình Liêu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hồ Tân Yên,phường Hoàng Quế,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Phong Hải,phường Liên Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Khe Mai,đặc khu Vân Đồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Quảng Đức,xã Quảng Đức,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Than Hòn Gai,phường Cao Xanh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Bằng Cả,xã Quảng La,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Yên Lập,phường Đông Mai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hồ Khe Cát,xã Hải Lạng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Than Mạo Khê,phường Mạo Khê,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Yên Hưng,phường Quảng Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Lương Mông,xã Lương Minh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Đảo Trần,đặc khu Cô Tô,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Quất Đông,phường Móng Cái 3,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Lòng Dinh,đặc khu Vân Đồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Phình Hồ,xã Hải Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Đồng Tâm,xã Lục Hồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hồng Hà,phường Hạ Long,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,An Biên,phường Hoành Bồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Đầm Hà,xã Đầm Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Quảng Lâm,xã Quảng Tân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hồ Tràng Vinh,xã Hải Ninh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Ba Chẽ PCTT,xã Ba Chẽ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Cô Tô,đặc khu Cô Tô,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Kỳ Thượng,xã Kỳ Thượng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hà Lâu,xã Điền Xá,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Khe Táu,xã Đông Ngũ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Uông Bí,phường Yên Tử,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Phong Cốc,phường Phong Cốc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Chúc Bài Sơn,xã Đường Hoa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Đông Triều,phường Đông Triều,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Bến Châu,phường Bình Khê,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Đoan Tĩnh,phường Móng Cái 3,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Dương Huy,phường Mông Dương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hồ Tân Bình,xã Đầm Hà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hạ Long,phường Việt Hưng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Vàng Danh,phường Vàng Danh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Cẩm Phả,phường Cẩm Phả,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hồ Sống Rắn,phường Đông Triều,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Hoành Bồ,phường Hoành Bồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Quảng Ninh,Ba Chẽ,xã Ba Chẽ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thành phố Hòa Bình,phường Hòa Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,BQL Ngọc Sơn,xã Ngọc Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tiến Sơn,xã Liên Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thanh Hà,xã An Nghĩa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Vĩnh Đồng,xã Kim Bôi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Quý Hòa,xã Mường Vang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Cao Răm,xã Liên Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Đạo Trù,xã Đạo Trù,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Nuông Dăm,xã Dũng Tiến,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Lập Thạch,xã Lập Thạch,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Xuân Phong,xã Cao Phong,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thủy điện So Lo 1,xã Tân Mai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Hồ Trọng,xã Mường Bi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Kỳ Sơn,phường Kỳ Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thủy điện Miền Đồi,xã Thượng Cốc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Mường Khến,xã Tân Lạc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thanh Lương,xã Cao Dương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thủy điện Suối Tráng,xã Thung Nai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Cao Phong PCTT,xã Sơn Đông,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Yên Trị,xã Yên Trị,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,An Bình,xã An Bình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thủy điện Định Cư,xã Quyết Thắng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Yên Lạc,xã Yên Lạc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Nam Phong,xã Mường Thàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Đồng Bảng,xã Mai Châu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Hồ Cạn Thượng,xã Cao Phong,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Việt Xuân,xã Vĩnh Thành,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Hợp Châu,xã Tam Đảo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thủy điện Suối Nhạp,xã Tân Pheo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Lũng Vân,xã Vân Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Kim Tiến,xã Kim Bôi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Đoàn Kết,xã Yên Trị,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Lạc Lương,xã Lạc Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Ba Khan,xã Tân Mai,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Khai Quang,phường Vĩnh Phúc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tuân Chính,xã Thổ Tang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Quang Yên,xã Yên Lãng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Cao Sơn,xã Cao Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tân Pheo,xã Tân Pheo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Độc Lập,phường Kỳ Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tam Sơn,xã Tam Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Dị Nậu,xã Thọ Văn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Bình Xuyên,xã Bình Nguyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tam Dương,xã Tam Dương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Đông Lĩnh,xã Quảng Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Lâm Thao,xã Phùng Nguyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Xuân Sơn,xã Xuân Đài,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Mỹ Lương,xã Sơn Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Năng Yên,xã Quảng Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Phúc Yên,phường Phúc Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Phượng Mao,xã Tu Vũ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Yên Thủy,xã Yên Thủy,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Trung Sơn,xã Trung Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Lương Nha,xã Yên Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Hanh Cù,xã Thanh Ba,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Văn Lang,xã Văn Lang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thanh Ba,xã Thanh Ba,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thu Cúc,xã Thu Cúc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Mường Chiềng,xã Đức Nhàn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Hiền Lương,xã Hiền Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tân Minh,xã Văn Miếu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Cao Phong,xã Cao Phong,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Cẩm Khê,xã Cẩm Khê,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tân Lạc,xã Tân Lạc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thọ Sơn (Đoan Hùng),xã Đoan Hùng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Xuân Đài 1,xã Xuân Đài,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Chi cục thủy lợi Phú Thọ,phường Việt Trì,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Bao La,xã Bao La,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Cự Thắng 2,xã Võ Miếu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Đông Cửu 1,xã Khả Cửu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Yên Lập,xã Yên Lập,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Yên Lương,xã Hương Cần,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Quang Húc,xã Vạn Xuân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Phúc Khánh,xã Thượng Long,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thanh Thủy (La Phù),xã Thanh Thủy,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tu Lý,xã Đà Bắc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Đại Phạm,xã Đan Thượng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Vĩnh Tường,xã Thổ Tang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Xuân Đài 2,xã Xuân Đài,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tiên Lương,xã Tiên Lương,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Xuân Hoà,phường Xuân Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Tam Thanh,xã Long Cốc,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Bằng Luân,xã Bằng Luân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Xuân Thủy,xã Xuân Viên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Ban Hàng Đồi,xã An Nghĩa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Hạ Hoà,xã Hạ Hòa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Phú Thọ,Thạch Kiệt 1,xã Tân Sơn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
